			Symbol				Name				Sector				industry	
{	Symbol	":"""	DWRE	"""xqxq"	Name	":"""	"DEMANDWARE, INC."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	DST	"""xqxq"	Name	":"""	"DST Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	EPAM	"""xqxq"	Name	":"""	"EPAM Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	GWAY	"""xqxq"	Name	":"""	"Greenway Medical Technologies, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	BLOX	"""xqxq"	Name	":"""	Infoblox Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	INFY	"""xqxq"	Name	":"""	Infosys Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ISS	"""xqxq"	Name	":"""	iSoftStone Holdings Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	LOCK	"""xqxq"	Name	":"""	"LifeLock, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	PRO	"""xqxq"	Name	":"""	"PROS Holdings, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	QIHU	"""xqxq"	Name	":"""	Qihoo 360 Technology Co. Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	RENN	"""xqxq"	Name	":"""	Renren Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SAI	"""xqxq"	Name	":"""	SAIC Inc	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SSTK	"""xqxq"	Name	":"""	"Shutterstock, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	SFUN	"""xqxq"	Name	":"""	SouFun Holdings Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	TRLA	"""xqxq"	Name	":"""	"Trulia, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	UIS	"""xqxq"	Name	":"""	Unisys Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	WIT	"""xqxq"	Name	":"""	Wipro Limited	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	WDAY	"""xqxq"	Name	":"""	"Workday, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	EDP Services	}xqxq
{	Symbol	":"""	ELTK	"""xqxq"	Name	":"""	Eltek Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	FLEX	"""xqxq"	Name	":"""	Flextronics International Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	MFLX	"""xqxq"	Name	":"""	"Multi-Fineline Electronix, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	PLXS	"""xqxq"	Name	":"""	Plexus Corp.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	SANM	"""xqxq"	Name	":"""	Sanmina Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	SGMA	"""xqxq"	Name	":"""	"SigmaTron International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	SMTX	"""xqxq"	Name	":"""	SMTC Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	TTMI	"""xqxq"	Name	":"""	"TTM Technologies, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	VIAS	"""xqxq"	Name	":"""	"Viasystems Group, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	IEC	"""xqxq"	Name	":"""	IEC Electronics Corp.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	BHE	"""xqxq"	Name	":"""	"Benchmark Electronics, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	CLS	"""xqxq"	Name	":"""	"Celestica, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	CTS	"""xqxq"	Name	":"""	CTS Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	JBL	"""xqxq"	Name	":"""	"Jabil Circuit, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	PKE	"""xqxq"	Name	":"""	Park Electrochemical Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	SPA	"""xqxq"	Name	":"""	Sparton Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electrical Products	}xqxq
{	Symbol	":"""	DRAM	"""xqxq"	Name	":"""	Dataram Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	HILL	"""xqxq"	Name	":"""	Dot Hill Systems Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	NTAP	"""xqxq"	Name	":"""	"NetApp, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	OCZ	"""xqxq"	Name	":"""	OCZ Technology Group Inc	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	OVRL	"""xqxq"	Name	":"""	"Overland Storage, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	QBAK	"""xqxq"	Name	":"""	Qualstar Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	SNDK	"""xqxq"	Name	":"""	SanDisk Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	STX	"""xqxq"	Name	":"""	Seagate Technology.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	STEC	"""xqxq"	Name	":"""	"STEC, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	WDC	"""xqxq"	Name	":"""	Western Digital Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	XRTX	"""xqxq"	Name	":"""	Xyratex Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	EMC	"""xqxq"	Name	":"""	EMC Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	FIO	"""xqxq"	Name	":"""	"Fusion-io, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	IMN	"""xqxq"	Name	":"""	Imation Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	QTM	"""xqxq"	Name	":"""	Quantum Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Electronic Components	}xqxq
{	Symbol	":"""	ADEP	"""xqxq"	Name	":"""	"Adept Technology, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	AIXG	"""xqxq"	Name	":"""	Aixtron SE	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	ASYS	"""xqxq"	Name	":"""	"Amtech Systems, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	ASMI	"""xqxq"	Name	":"""	ASM International N.V.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	ASML	"""xqxq"	Name	":"""	ASML Holding N.V.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	ACLS	"""xqxq"	Name	":"""	"Axcelis Technologies, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	BRKS	"""xqxq"	Name	":"""	"Brooks Automation, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	BTUI	"""xqxq"	Name	":"""	"BTU International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	CLNT	"""xqxq"	Name	":"""	"Cleantech Solutions International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	CLRX	"""xqxq"	Name	":"""	"CollabRx, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	CVV	"""xqxq"	Name	":"""	CVD Equipment Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	CYMI	"""xqxq"	Name	":"""	"Cymer, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	ERII	"""xqxq"	Name	":"""	"Energy Recovery, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	IVAC	"""xqxq"	Name	":"""	"Intevac, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	KTEC	"""xqxq"	Name	":"""	"Key Technology, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	LRCX	"""xqxq"	Name	":"""	Lam Research Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	LECO	"""xqxq"	Name	":"""	"Lincoln Electric Holdings, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	LUFK	"""xqxq"	Name	":"""	"Lufkin Industries, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	MNGA	"""xqxq"	Name	":"""	MagneGas Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	MKTAY	"""xqxq"	Name	":"""	Makita Corp.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	MNTX	"""xqxq"	Name	":"""	"Manitex International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	MTSN	"""xqxq"	Name	":"""	"Mattson Technology, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	PFIN	"""xqxq"	Name	":"""	"P & F Industries, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	MIDD	"""xqxq"	Name	":"""	The Middleby Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	TWIN	"""xqxq"	Name	":"""	"Twin Disc, Incorporated"	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	UTEK	"""xqxq"	Name	":"""	"Ultratech, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	VECO	"""xqxq"	Name	":"""	Veeco Instruments Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	WSCI	"""xqxq"	Name	":"""	WSI Industries Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	ZBRA	"""xqxq"	Name	":"""	Zebra Technologies Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	CVR	"""xqxq"	Name	":"""	Chicago Rivet & Machine Co.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	GHM	"""xqxq"	Name	":"""	Graham Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	TRT	"""xqxq"	Name	":"""	Trio-Tech International	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	ATU	"""xqxq"	Name	":"""	Actuant Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	CW	"""xqxq"	Name	":"""	Curtiss-Wright Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	DOV	"""xqxq"	Name	":"""	Dover Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	ETN	"""xqxq"	Name	":"""	"Eaton Corporation, PLC"	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	GDI	"""xqxq"	Name	":"""	"Gardner Denver, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	ITW	"""xqxq"	Name	":"""	Illinois Tool Works Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	JBT	"""xqxq"	Name	":"""	John Bean Technologies Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	KAI	"""xqxq"	Name	":"""	Kadant Inc	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	MOG/A	"""xqxq"	Name	":"""	Moog Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	PNR	"""xqxq"	Name	":"""	"Pentair, Ltd."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	RXN	"""xqxq"	Name	":"""	Rexnord Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	SHS	"""xqxq"	Name	":"""	Sauer-Danfoss Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	SPW	"""xqxq"	Name	":"""	SPX Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	SXI	"""xqxq"	Name	":"""	Standex International Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	TNC	"""xqxq"	Name	":"""	Tennant Company	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Industrial Machinery/Components	}xqxq
{	Symbol	":"""	BBSI	"""xqxq"	Name	":"""	"Barrett Business Services, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	CCRN	"""xqxq"	Name	":"""	"Cross Country Healthcare, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	DLHC	"""xqxq"	Name	":"""	DLH Holdings Corp.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	HSON	"""xqxq"	Name	":"""	"Hudson Global, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	KELYA	"""xqxq"	Name	":"""	"Kelly Services, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	KELYB	"""xqxq"	Name	":"""	"Kelly Services, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	KFRC	"""xqxq"	Name	":"""	"Kforce, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	RCMT	"""xqxq"	Name	":"""	"RCM Technologies, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	TTEC	"""xqxq"	Name	":"""	"TeleTech Holdings, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	CDI	"""xqxq"	Name	":"""	CDI Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	CODI	"""xqxq"	Name	":"""	Compass Diversified Holdings	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	NSP	"""xqxq"	Name	":"""	"Insperity, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	MAN	"""xqxq"	Name	":"""	ManpowerGroup	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	MWW	"""xqxq"	Name	":"""	"Monster Worldwide, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	ASGN	"""xqxq"	Name	":"""	"On Assignment, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	RHI	"""xqxq"	Name	":"""	Robert Half International Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	SRT	"""xqxq"	Name	":"""	"StarTek, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	TMH	"""xqxq"	Name	":"""	"Team Health Holdings, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	TBI	"""xqxq"	Name	":"""	"TrueBlue, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Professional Services	}xqxq
{	Symbol	":"""	ANEN	"""xqxq"	Name	":"""	"Anaren, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	ARRS	"""xqxq"	Name	":"""	Arris Group Inc	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	AVNW	"""xqxq"	Name	":"""	"Aviat Networks, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	CAMP	"""xqxq"	Name	":"""	CalAmp Corp.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	CRNT	"""xqxq"	Name	":"""	Ceragon Networks Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	CLRO	"""xqxq"	Name	":"""	"ClearOne, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	COBR	"""xqxq"	Name	":"""	Cobra Electronics Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	CMTL	"""xqxq"	Name	":"""	Comtech Telecommunications Corp.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	DGLY	"""xqxq"	Name	":"""	"Digital Ally, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	SATS	"""xqxq"	Name	":"""	EchoStar Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	ENVI	"""xqxq"	Name	":"""	"Envivio, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	ERIC	"""xqxq"	Name	":"""	Ericsson	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	GILT	"""xqxq"	Name	":"""	Gilat Satellite Networks Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	GCOM	"""xqxq"	Name	":"""	Globecomm Systems Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	HLIT	"""xqxq"	Name	":"""	Harmonic Inc.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	KVHI	"""xqxq"	Name	":"""	"KVH Industries, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	LORL	"""xqxq"	Name	":"""	"Loral Space and Communications, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	MITL	"""xqxq"	Name	":"""	Mitel Networks Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	PRKR	"""xqxq"	Name	":"""	"ParkerVision, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	PCTI	"""xqxq"	Name	":"""	"PC-Tel, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	ANTP	"""xqxq"	Name	":"""	PHAZAR CORP	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	PNTR	"""xqxq"	Name	":"""	Pointer Telocation Ltd.	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	QCOM	"""xqxq"	Name	":"""	QUALCOMM Incorporated	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	SEAC	"""xqxq"	Name	":"""	"SeaChange International, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	SGOC	"""xqxq"	Name	":"""	"SGOCO Group, Ltd"	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	SWIR	"""xqxq"	Name	":"""	"Sierra Wireless, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	SOFO	"""xqxq"	Name	":"""	"Sonic Foundry, Inc."	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	TCCO	"""xqxq"	Name	":"""	Technical Communications Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
{	Symbol	":"""	WRLS	"""xqxq"	Name	":"""	Telular Corporation	"""xqxq"	Sector	":"""	Technology	"""xqxq"	industry	":"""	Radio And Television Broadcasting And Communications Equipment	}xqxq
