			Symbol				Name				Sector				industry	
{	Symbol	":"""	FIG	"""xqxq"	Name	":"""	Fortress Investment Group LLC	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	BEN	"""xqxq"	Name	":"""	"Franklin Resources, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	IVZ	"""xqxq"	Name	":"""	Invesco Plc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	JNS	"""xqxq"	Name	":"""	"Janus Capital Group, Inc"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	KKR	"""xqxq"	Name	":"""	KKR & Co. L.P.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	LAZ	"""xqxq"	Name	":"""	Lazard Ltd.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	LM	"""xqxq"	Name	":"""	"Legg Mason, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	MN	"""xqxq"	Name	":"""	"Manning & Napier, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	NOAH	"""xqxq"	Name	":"""	Noah Holdings Ltd.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	OAK	"""xqxq"	Name	":"""	"Oaktree Capital Group, LLC"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	OZM	"""xqxq"	Name	":"""	Och-Ziff Capital Management Group LLC	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	PZN	"""xqxq"	Name	":"""	Pzena Investment Management Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	BX	"""xqxq"	Name	":"""	The Blackstone Group L.P.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	WHG	"""xqxq"	Name	":"""	Westwood Holdings Group Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Investment Managers	}xqxq
{	Symbol	":"""	ANAT	"""xqxq"	Name	":"""	American National Insurance Company	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AAME	"""xqxq"	Name	":"""	Atlantic American Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	KCLI	"""xqxq"	Name	":"""	Kansas City Life Insurance Company	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	LPHI	"""xqxq"	Name	":"""	Life Partners Holdings Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	NSEC	"""xqxq"	Name	":"""	"National Security Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	NWLI	"""xqxq"	Name	":"""	National Western Life Insurance Company	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AEB	"""xqxq"	Name	":"""	Aegon NV	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AED	"""xqxq"	Name	":"""	Aegon NV	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AEF	"""xqxq"	Name	":"""	Aegon NV	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AEG	"""xqxq"	Name	":"""	Aegon NV	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AEH	"""xqxq"	Name	":"""	Aegon NV	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AEK	"""xqxq"	Name	":"""	Aegon NV	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AEV	"""xqxq"	Name	":"""	Aegon NV	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AEL	"""xqxq"	Name	":"""	American Equity Investment Life Holding Company	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AV	"""xqxq"	Name	":"""	Aviva plc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	AVV	"""xqxq"	Name	":"""	Aviva plc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	LFC	"""xqxq"	Name	":"""	China Life Insurance Company Limited	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	CIA	"""xqxq"	Name	":"""	"Citizens, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	FFG	"""xqxq"	Name	":"""	"FBL Financial Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	GNW	"""xqxq"	Name	":"""	Genworth Financial Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	IFT	"""xqxq"	Name	":"""	"Imperial Holdings, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	IHC	"""xqxq"	Name	":"""	Independence Holding Company	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	IDG	"""xqxq"	Name	":"""	"ING Group, N.V."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	IGK	"""xqxq"	Name	":"""	"ING Group, N.V."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	IND	"""xqxq"	Name	":"""	"ING Group, N.V."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	ING	"""xqxq"	Name	":"""	"ING Group, N.V."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	INZ	"""xqxq"	Name	":"""	"ING Group, N.V."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	ISF	"""xqxq"	Name	":"""	"ING Group, N.V."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	ISG	"""xqxq"	Name	":"""	"ING Group, N.V."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	ISP	"""xqxq"	Name	":"""	"ING Group, N.V."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	LNC	"""xqxq"	Name	":"""	Lincoln National Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	LNC^	"""xqxq"	Name	":"""	Lincoln National Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	MFC	"""xqxq"	Name	":"""	Manulife Financial Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	MET	"""xqxq"	Name	":"""	"MetLife, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	MLG	"""xqxq"	Name	":"""	"MetLife, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	MLU	"""xqxq"	Name	":"""	"MetLife, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PFX	"""xqxq"	Name	":"""	"Phoenix Companies, Inc. (The)"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PNX	"""xqxq"	Name	":"""	"Phoenix Companies, Inc. (The)"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PRI	"""xqxq"	Name	":"""	"Primerica, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PL	"""xqxq"	Name	":"""	Protective Life Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PLP	"""xqxq"	Name	":"""	Protective Life Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PFK	"""xqxq"	Name	":"""	"Prudential Financial, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PHR	"""xqxq"	Name	":"""	"Prudential Financial, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PJH	"""xqxq"	Name	":"""	"Prudential Financial, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PRU	"""xqxq"	Name	":"""	"Prudential Financial, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	PUK	"""xqxq"	Name	":"""	Prudential Public Limited Company	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	SLF	"""xqxq"	Name	":"""	Sun Life Financial Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	SYA	"""xqxq"	Name	":"""	Symetra Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	TMK	"""xqxq"	Name	":"""	Torchmark Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Life Insurance	}xqxq
{	Symbol	":"""	FCTY	"""xqxq"	Name	":"""	"1st Century Bancshares, Inc"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SRCE	"""xqxq"	Name	":"""	1st Source Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FUBC	"""xqxq"	Name	":"""	"1st United Bancorp, Inc. (FL)"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ACNB	"""xqxq"	Name	":"""	ACNB Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ALNC	"""xqxq"	Name	":"""	Alliance Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	AMNB	"""xqxq"	Name	":"""	"American National Bankshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	AMRB	"""xqxq"	Name	":"""	American River Bankshares	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ABCB	"""xqxq"	Name	":"""	Ameris Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ASRV	"""xqxq"	Name	":"""	AmeriServ Financial Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ASRVP	"""xqxq"	Name	":"""	AmeriServ Financial Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ATLO	"""xqxq"	Name	":"""	Ames National Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ANNB	"""xqxq"	Name	":"""	Annapolis Bancorp Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	AROW	"""xqxq"	Name	":"""	Arrow Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ASBC	"""xqxq"	Name	":"""	Associated Banc-Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ASBCW	"""xqxq"	Name	":"""	Associated Banc-Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	AUBN	"""xqxq"	Name	":"""	"Auburn National Bancorporation, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BANF	"""xqxq"	Name	":"""	BancFirst Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BANFP	"""xqxq"	Name	":"""	BancFirst Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BOCH	"""xqxq"	Name	":"""	Bank of Commerce Holdings (CA)	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BMRC	"""xqxq"	Name	":"""	Bank of Marin Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BKSC	"""xqxq"	Name	":"""	Bank of South Carolina Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BOTJ	"""xqxq"	Name	":"""	"Bank of the James Financial Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OZRK	"""xqxq"	Name	":"""	Bank of the Ozarks	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BANR	"""xqxq"	Name	":"""	Banner Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BBCN	"""xqxq"	Name	":"""	"BBCN Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BERK	"""xqxq"	Name	":"""	"Berkshire Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BNCN	"""xqxq"	Name	":"""	BNC Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BOKF	"""xqxq"	Name	":"""	BOK Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BPFH	"""xqxq"	Name	":"""	"Boston Private Financial Holdings, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BPFHW	"""xqxq"	Name	":"""	"Boston Private Financial Holdings, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BDGE	"""xqxq"	Name	":"""	"Bridge Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BBNK	"""xqxq"	Name	":"""	Bridge Capital Holdings	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BMTC	"""xqxq"	Name	":"""	Bryn Mawr Bank Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BLMT	"""xqxq"	Name	":"""	"BSB Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CFFI	"""xqxq"	Name	":"""	C&F Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CFNB	"""xqxq"	Name	":"""	California First National Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CAC	"""xqxq"	Name	":"""	Camden National Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CBNJ	"""xqxq"	Name	":"""	"Cape Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CBF	"""xqxq"	Name	":"""	Capital Bank Financial Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SCMFO	"""xqxq"	Name	":"""	Capital Bank Financial Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CCBG	"""xqxq"	Name	":"""	Capital City Bank Group	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CFNL	"""xqxq"	Name	":"""	Cardinal Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CLBH	"""xqxq"	Name	":"""	Carolina Bank Holdings Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CRRB	"""xqxq"	Name	":"""	Carrollton Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CACB	"""xqxq"	Name	":"""	Cascade Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CATY	"""xqxq"	Name	":"""	Cathay General Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CNBC	"""xqxq"	Name	":"""	"Center Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CSFL	"""xqxq"	Name	":"""	"CenterState Banks, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CVCY	"""xqxq"	Name	":"""	Central Valley Community Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CNBKA	"""xqxq"	Name	":"""	"Century Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CHFC	"""xqxq"	Name	":"""	Chemical Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CHMG	"""xqxq"	Name	":"""	Chemung Financial Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CZNC	"""xqxq"	Name	":"""	Citizens & Northern Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CZFC	"""xqxq"	Name	":"""	Citizens First Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CIZN	"""xqxq"	Name	":"""	Citizens Holding Company	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CRBC	"""xqxq"	Name	":"""	"Citizens Republic Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CHCO	"""xqxq"	Name	":"""	City Holding Company	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CCNE	"""xqxq"	Name	":"""	CNB Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	COBZ	"""xqxq"	Name	":"""	CoBiz Financial Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CBAN	"""xqxq"	Name	":"""	"Colony Bankcorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	COLB	"""xqxq"	Name	":"""	"Columbia Banking System, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CBSH	"""xqxq"	Name	":"""	"Commerce Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CBIN	"""xqxq"	Name	":"""	"Community Bank Shares of Indiana, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CPBC	"""xqxq"	Name	":"""	Community Partners Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CTBI	"""xqxq"	Name	":"""	"Community Trust Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CWBC	"""xqxq"	Name	":"""	Community West Bancshares	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CNOB	"""xqxq"	Name	":"""	"ConnectOne Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CRFN	"""xqxq"	Name	":"""	"Crescent Financial Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CUNB	"""xqxq"	Name	":"""	CU Bancorp (CA)	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	CVBF	"""xqxq"	Name	":"""	CVB Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	DNBF	"""xqxq"	Name	":"""	DNB Financial Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	EGBN	"""xqxq"	Name	":"""	"Eagle Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	EWBC	"""xqxq"	Name	":"""	"East West Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	EVBS	"""xqxq"	Name	":"""	"Eastern Virginia Bankshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ESBK	"""xqxq"	Name	":"""	Elmira Savings Bank NY (The)	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	EMCF	"""xqxq"	Name	":"""	Emclaire Financial Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	EBTC	"""xqxq"	Name	":"""	Enterprise Bancorp Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	EFSC	"""xqxq"	Name	":"""	Enterprise Financial Services Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FFKT	"""xqxq"	Name	":"""	Farmers Capital Bank Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FMNB	"""xqxq"	Name	":"""	Farmers National Banc Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FBSS	"""xqxq"	Name	":"""	"Fauquier Bankshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	LION	"""xqxq"	Name	":"""	Fidelity Southern Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FITB	"""xqxq"	Name	":"""	Fifth Third Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FITBP	"""xqxq"	Name	":"""	Fifth Third Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FISI	"""xqxq"	Name	":"""	"Financial Institutions, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FBNC	"""xqxq"	Name	":"""	First Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FNLC	"""xqxq"	Name	":"""	"First Bancorp, Inc (ME)"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BUSE	"""xqxq"	Name	":"""	First Busey Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FBIZ	"""xqxq"	Name	":"""	"First Business Financial Services, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FCAL	"""xqxq"	Name	":"""	"First California Financial Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FCVA	"""xqxq"	Name	":"""	"First Capital Bancorp, Inc. (VA)"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
